Sample0	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80	Sample81	Sample82	Sample83	Sample84	Sample85	Sample86	Sample87	Sample88	Sample89	Sample90	Sample91	Sample92	Sample93	Sample94	Sample95	Sample96	Sample97	Sample98	Sample99
Gene315	0.454465227634142	0.458248328296411	0.500879832637744	0.297609281098279	0.842527287461471	0.141305074539804	0.428781886837527	0.0638132538755009	0.734921128472776	0.309675849916237	0.109902326285711	0.233417497069418	0.448089898338235	0.408770166792358	0.13629058464224	0.292147533490681	0.225195082285238	0.493225367000489	0.585685198222429	0.511632770761133	0.225160616676019	0.748500149342935	0.120392411636554	0.427056946886308	0.661217680715634	0.637088932880861	0.0353162430526039	0.499157932520828	0.2226022346002	0.239581594417263	0.489391219546188	0.383119633619075	0.319657532947029	0.216478083816679	0.323788680812518	0.850516492638107	0.75244160067917	0.658335567133457	0.430200871004513	0.94426406673511	0.159590976026264	0.415704119987176	0.353259682574393	0.306909374632582	0.122611066946729	0.408875519982756	0.861911857081551	0.225085065274975	0.354173284112464	0.671487444201795	0.454848865893591	0.492486338509438	0.551756224753418	0.588783446449456	0.584114722467535	0.562269982084452	0.216377161787316	0.699863763438801	0.430741729238241	0.460830232727307	0.540914180172201	0.490071785445525	0.479103894880629	0.965189024124081	0.500793721689637	0.840027920978338	0.796747453029861	0.789373664736965	0.739232969551803	0.30426860219148	0.779611878110869	0.580590117907005	0.416228161582173	0.583069550489674	0.581928911162361	0.851632123443601	0.140561017291511	0.692632241066792	0.502008235896672	0.363698813394606	0.19222164953195	0.51003538723122	0.590211816601278	0.540040036393827	0.673441808584899	0.0285833314318467	0.780555641937195	0.461145911747092	0.901783544437035	0.157507827015442	0.533559807364657	0.67753391802184	0.15708438291859	0.494364621275715	0.210873073391979	0.895369610798765	0.206131043439101	0.59285201973675	0.520684476220738	0.439285537595121
Gene316	0.46765436226175	0.266488587419663	0.430219746194778	0.503856337401756	0.669321167608452	0.497240035318285	0.633652900530125	0.598040675498483	0.424471139657879	0.950400220734368	0.695048062617915	0.696225847976969	0.539479938401896	0.429533328062323	0.95021868170112	0.42710610815192	0.184481000808077	0.526400983349878	0.752465773990007	0.353313297270547	0.326869325572182	0.568136182274754	0.261169402523408	0.246388609646028	0.679964991808996	0.754371397548797	0.415725090719307	0.564160585300665	0.859049948082625	0.382506267583285	0.483518547830041	0.837821466308768	0.190253533074931	0.777729821700401	0.509218871107062	0.152859619100107	0.564910812065831	0.45762252440756	0.416230569324587	0.586425986860398	0.284665309330327	0.251313744986925	0.721032456717766	0.608518835242879	0.216715307124543	0.792640064156084	0.637537505698821	0.618466582854499	0.248910924029176	0.483134331890503	0.576380062671705	0.194153518007109	0.582547286056984	0.809701280086108	0.817152186263961	0.460386303611781	0.196724033679095	0.268491046936005	0.428096114986749	0.464685075381065	0.525616266814244	0.781628976811531	0.591510755140745	0.871637461101035	0.420290786625712	0.403923675333215	0.814854235411455	0.586537456780934	0.616822225169636	0.16579172583745	0.339074147335705	0.51059281298317	0.0884862792761627	0.84211729183469	0.459635114383909	0.934620150389403	0.53650717712816	0.0853667042139552	0.667651726923357	0.324292976106121	0.654550027570225	0.807697192013271	0.106305740174845	0.211864510534028	0.790164243321021	0.471945306797509	0.84691232021343	-0.0101858888966266	0.334617698064	0.390359407557534	0.388828852139445	0.551256131761163	0.143835962117348	0.445824413560072	0.244418123974827	0.806076800030295	0.244665584694511	0.894446684053071	0.333519628829853	0.512041378980962
Gene317	0.237239238919322	0.829818368794862	0.283147376768135	0.199906579381521	0.277197525511837	0.347923398359604	0.37583962081613	0.360909191348767	0.558308746587184	0.319097515637569	0.368840221388131	0.51340998552975	0.261863750927227	0.676522997975292	0.366599667441773	0.561785278998676	0.653841056158431	0.775038714377493	0.421136634428695	0.714283530197725	0.395038410199224	0.41944849477662	0.238097940799437	0.509193239216121	0.62740531086912	0.594213564601126	0.231827002417196	0.725906616898011	0.31531460651695	0.19614899558079	0.294145078470275	0.604790056306093	0.733546385564398	0.839406459315645	0.367898250460903	0.145010365998364	0.516697586447185	1.00873259216372	0.824315838215911	0.334670611343121	0.463505415384053	0.717591368905802	0.387239292283753	0.470188281580882	0.383219519440091	0.851617102307081	0.851786583485711	0.956573737291441	0.232567353818154	0.672866509804484	0.84837256063658	0.219641953423803	0.608776905156912	0.820186800094535	0.737738132897482	0.590369852194558	0.471190870545626	0.327085282571687	0.786072951354629	0.480639773249219	0.471274425444099	0.832329595349008	0.41340727117326	0.652649771505766	0.679671373311366	0.55557034059784	0.708510906531205	0.319066172832228	0.535859058671233	0.520434556156135	0.0917734288873994	0.0856317476781395	0.54722940392775	0.791261699822248	0.915330551106793	0.907656614274194	0.143155889605938	0.539704973696834	0.45807905271195	0.116346171322845	0.585830767302258	0.600750021802171	0.589232754705297	0.272140694287444	0.158141031844406	0.690362188729605	0.735420034691189	0.455285113868	0.62651071356045	0.416571764885115	0.34910090145782	0.542538613127615	0.71902989382038	0.774289409065408	0.701875000274548	0.511099783869881	0.390579974075289	0.493094082892079	0.121063546433689	0.208485365711638
Gene318	0.579620905285588	0.534561667141984	0.101223376595353	0.652963031991684	0.444954843483494	0.46477665691358	0.207766809448602	0.36197284735872	0.473485387834726	0.220489445323002	0.528171971325405	0.304829064324156	0.612796429315017	0.249903704432982	0.51437866451274	0.265937037135408	0.148286243296899	0.488774149905362	0.840960484005754	0.380020671687415	0.444316031458539	0.358203661306473	0.410112832530499	0.372428849774657	0.312677101888732	-0.0056531685842522	0.496031531905546	0.777441619428318	0.40301387517349	0.448669132821537	0.49617014070259	0.48814510248791	0.606283320906489	0.39134715623628	0.0511005390089241	0.829130250192318	0.446376637228719	0.260713036480842	0.512979200235117	0.0862174603761413	0.2303274878901	0.487984615545257	0.700870952572409	0.318558021338662	0.100267993205363	0.36825893861623	0.709369781265787	0.598528459510918	0.145729059002926	0.720304846326208	0.451850821314396	0.357475948517093	0.321994346805022	0.296246864842819	0.579315326294929	0.389535074945562	0.424765574149194	0.821662825805353	0.432792432448092	0.69650656471853	0.127922749619182	0.202233875512711	0.562083243026464	0.256140646269753	0.244678188277812	0.360491222706064	0.41827411834612	0.360398143826957	0.604859367574735	0.447555891870862	0.174270005149203	0.8212872986285	0.637273519860116	0.234905308183764	0.788373879273444	0.720804864464209	0.841000401669996	0.670065696822425	0.783936119871949	0.403226278407611	0.686630562797723	0.681584386116569	0.603741076293184	0.863566641500833	0.535708394713866	0.623915679293187	0.722055718896896	0.851204946826688	0.165131129683915	0.699489675741859	0.673012703541906	0.332448721896852	0.238663250715887	0.789588514837034	0.650929509362907	0.475813573175768	0.760446285849342	0.521117352529703	0.310560095690179	0.766471785951788
Gene319	0.51414716071478	0.600512573989738	0.425423446486361	0.0782805441047652	0.703435128898005	0.646942747597474	0.309553270308058	0.363958515871193	0.578239558243982	0.412913602422654	0.995373424766625	0.361447124198141	0.819850154469835	0.255434701759943	0.823683639132433	0.673862690302561	0.580916473760672	0.506616831712114	0.453487432558781	0.864848717563604	0.534181143160187	0.544838016298016	0.349875020853213	0.557437241958423	0.605060961495131	0.172182261400021	0.248360612428766	0.709670179924475	0.63315429065903	0.608569892754217	0.148578319002584	0.121898895512523	0.0887543559529879	0.49479122679054	0.548844389075499	0.398393887292142	0.412273223635911	0.60148497628602	0.144066195191823	0.500725659701743	0.227524225836424	0.715950977914105	0.435636548560269	0.625344586439092	0.214713205682241	0.694362272583881	0.435708597579036	0.726110658507504	0.804939094815913	0.719815019870611	0.647922446423614	0.737599083169027	0.297281183071091	0.688794340214855	0.613545782963484	0.880430999332399	0.59244523836086	0.694759395279835	0.547760050070162	0.802911503120744	0.488223784811501	0.390212713668408	0.0891111131146491	0.471054920284464	0.175263407001483	0.261296676786717	0.583603867982915	0.784358476087599	0.355178332049912	0.322637219314553	0.350659578749405	0.977396019259862	0.79554814605864	0.395835768725032	1.01350665022625	0.290552368727961	0.914929574019961	0.688256976431198	0.587386998639958	0.31911566688435	0.678989854642879	0.817554643975227	0.226451478571404	0.351710262444453	0.366603632769171	0.372518633770754	0.429301152048014	0.698903230940798	0.372763167943136	0.414682023893789	0.352680826055818	0.663349453055452	0.396732693385078	0.398705157819652	0.460874118951935	0.210504526550128	0.383931828622584	0.64728775748451	0.963800668150826	0.42352482270686
Gene320	0.300653449393992	0.662204814933064	0.415388083379034	0.724710473470691	0.0664700690341823	0.209556240223347	0.355713315351972	0.221812238731283	0.410934398602986	0.173251784242252	0.443397330845472	0.53314816363896	0.620724558832703	0.699353308428851	0.823610834507207	0.405263391821731	0.564657453007313	0.470170682429954	0.630581574663931	0.412794018180185	0.466010187013109	0.174907166154538	0.436246715052867	0.526656777896368	0.352565824747019	0.533191578197608	0.333572187077114	0.409425486895125	0.557840776570002	0.188486135742472	0.859543279169245	0.227426813662503	0.447559747144532	0.969186334922952	0.577828419522437	0.490577327355592	0.23502532961062	0.370980767346158	0.249627456088153	0.177972938209878	0.500616774292985	0.21006994136164	0.129888149508842	0.440350021001873	0.669789056122794	0.999236787038365	0.794383263513263	0.51994653113339	0.712619057403444	0.45737493802494	0.123417964859558	0.790056647473641	0.835384627960444	0.811904801541424	0.588332566792406	0.83881291932902	0.344305496371457	0.499879447125013	0.297003713663714	0.479165411238959	0.638586802620555	0.535158600232936	0.160346957925418	0.777227778915081	0.294206391230496	0.724960263378305	0.403046591280563	0.670001189796085	0.124707342964695	0.516679128871388	0.584802373882934	0.56347403617527	0.610631659213557	0.402843257122676	0.869553148821501	0.547914418342359	0.675902070478827	0.978502860612312	0.82485582852818	0.668815238254852	0.405018974506045	0.157570013332061	0.818429992126362	0.522477145974597	0.699839378746639	0.291023347314577	0.0643168198737302	0.822202173020262	0.664279397068901	0.657271870514147	0.658088160964647	0.593267052448743	0.549880764877397	0.627982593161082	0.470923186191975	0.17710734046558	0.113175905528708	0.234966295659723	0.201379516800676	0.687424072249325
Gene321	0.669387704521307	0.234976006450236	0.847391513206625	0.375475573150746	0.614478348547861	0.433139836225467	0.374397076778712	0.581134726565071	0.100194335072081	0.333715922543314	0.1646509425043	0.358692324609121	0.613017620537214	0.213149931388732	0.724959355716554	0.230009287501573	0.782909979039738	0.315737952609349	0.69821684397471	0.356712044967321	0.558651044614948	0.710458392341127	0.273222585629237	0.258602298385135	0.514348991176602	0.647447256237421	0.670770843413381	0.083043868487922	0.00444871717944856	0.86196859185526	0.695578921104677	0.586384580000096	0.194504238525554	0.559260891066884	0.208222288036843	0.52265345525034	0.707038404489908	0.644552873130204	0.655539008681009	0.532387893458709	0.335045486969714	0.613135193091603	0.644579830231734	0.324788192649526	1.02460044041221	0.499733705184771	0.276287477855698	0.530766745165055	0.595799973592084	0.658529479817348	0.650266674765734	0.748696182180482	0.876026633206143	0.772789249509874	0.375000724655152	0.581460205139217	0.789094987148044	0.876874284625745	0.579112541116963	0.617537846380552	0.419529283149493	0.404764395971136	0.451306915842532	0.764570098646792	0.495719842005624	0.487260268626496	0.252487659123937	0.464558967996435	0.349518909685214	0.359928552129686	0.372606323026209	0.790398674501901	0.845936410397486	0.366358805716169	0.607359456600685	0.734505459704039	0.759846551923711	0.231536751795959	0.49476826973505	0.169028992817712	0.515121385472466	0.430229688393319	0.748557136735907	0.393403148430349	0.501681894116398	0.194737021995526	0.9623236186873	0.705496930638299	0.175395735492305	0.37824818574434	0.712039511165815	0.387856455415163	0.0346579256566857	0.76163169789978	0.835475889573463	0.382065629158122	0.926613587608053	0.737764791091261	0.270497652957384	0.456765230055077
Gene322	0.374096462331887	0.285118675777623	0.24648030479264	0.45037372521719	0.0420584526309091	0.475001140304773	0.448093388256369	0.952911558204742	0.718943340591986	0.342163886797027	0.172211251395152	0.721410124544718	0.46612341525871	0.583788531326933	0.281787239083517	0.477789611654914	0.646323324828758	0.721539371230603	0.259234477504145	0.39038237085741	0.271364721929288	0.721315912689307	0.50984532302965	0.77498123667527	0.397405894631782	0.895215689618601	0.807610588187015	0.359497333515541	0.358655964497291	0.850425570276547	0.315465299070547	0.859572826039478	0.730779010292014	0.86769269193184	0.204885679394366	0.437495398304687	0.85561763769595	0.623371658226446	0.407541652738701	0.468310975518328	0.849022262392014	0.303921762664747	0.446873196305908	0.75371793802588	0.459502242468411	0.231780628024698	0.0419907199165564	0.331021625060057	0.529696445159163	0.428291149130657	0.498084831205869	0.361892531918207	0.73417787539621	0.880539507960325	0.697557411959339	0.608070423200626	0.396342073110991	0.774149672724468	0.552544442472169	0.857158565723233	0.599693695529019	0.223833904415584	0.809808316618654	0.224695047817026	0.535287632143856	0.227136570277975	0.153724451056051	0.192309382056191	0.389678657234561	0.695853007857756	0.700540314599262	0.650411168305981	0.49712769610883	0.552998829769417	0.409223470661637	0.125135597218874	0.682893347741879	0.430490328724014	0.277273638176367	0.820903664647157	0.629473580012704	0.364730955991147	0.619691942280208	0.462013309408759	0.922723488186571	0.308964143715922	0.754017084738704	0.429142666208329	0.362308526890838	0.367063509311976	0.322960877287582	0.189424939305997	0.413005836034065	0.27574082199812	0.483776990666166	0.572216769938844	0.282627018657215	0.11904195815928	0.733093625851031	0.227126923432774
Gene323	0.463448053923943	0.68478451271342	0.417833981619845	0.257245443165391	0.685530646682268	0.26552497536047	0.445070678342058	0.645344123037911	0.101617183200093	0.489096519015861	0.197327616352077	0.470338939325986	0.282876944002588	0.494921663979191	0.336155818263672	0.754429913260134	0.682932451912683	0.848680978554335	0.884317965183004	0.542991997975388	0.55314967010172	0.493088446207686	0.421773568557053	0.737649554204772	0.780615065502975	0.106694865982927	0.494579119680316	0.0472864692073674	0.321648137397892	0.620294410201564	0.666383464038375	0.312512913899659	0.646641209536718	0.225253299815494	0.554477892279522	0.740954544330481	0.360820936361336	0.778563772887799	0.565510777499003	0.620235493977788	0.445068967099525	0.620496849548754	0.339667395973085	0.268296310667306	0.626720163584258	0.870461907952049	0.736694747455221	0.717569593083884	0.473614062513472	0.31100943135056	0.0789893109986183	0.525950534493011	0.347229342315873	0.661361818619738	0.846908749506745	0.756562373212433	0.228655572658283	0.270247869853704	0.404855633657449	0.605991813053311	0.486941717306391	0.204073002414565	0.496167404626838	0.529278773631227	0.626108742433946	0.481351404360961	0.638261153176096	0.620064273480883	0.505688478154087	0.845356730254962	0.442500728625892	0.73516714971821	0.835353774791925	0.714119124475547	0.292734682873308	0.268948224563901	0.266106634496306	0.446828269253576	0.429657619423062	0.412445316668503	0.824493495807265	0.5636271117979	-0.00174886725007203	0.604246566279328	0.809822539686159	0.531085570824046	0.354730935180278	0.693377717989925	0.682779463788847	0.658594208250233	0.0875724572541947	0.339346609987634	0.291087292490776	0.500516938421146	0.402836138632696	0.772076466375316	0.378295479611076	0.210689672362731	0.941466692809193	0.566825692958449
Gene324	0.791397867272997	0.589047836017219	0.787381395620049	0.555259085838944	0.696260371006852	0.758221548085815	0.508384536852003	0.594146837228455	0.785435322532921	0.844206956205444	0.816369369657718	0.805964056647992	0.451058099892614	0.483927184337343	0.589488733115907	0.425075523784874	0.898030450654336	0.441830766551864	0.849399668435526	0.686093095363247	0.293189249532142	0.639147243022922	0.249798647427246	0.601909677096114	0.694803533656561	0.424894177300403	0.702656721774522	0.93866309844796	0.625192826434891	-0.0275427725544532	0.462276561188173	0.899097308931463	0.447209475180306	0.630780253017537	0.715042794802129	0.473461331385454	0.432954660267213	0.677747129295055	0.847300213096045	0.501717018121182	0.692872771466156	0.917929924498285	0.420246026920745	0.802627626088635	0.555370825771435	0.435025776428011	0.386997851824355	0.563137165412725	0.59308116545741	0.523886794828118	0.599139582338733	0.535085206711844	0.7595974983239	0.547578006593343	0.340338553218651	0.624942234457437	0.340504307184749	0.294860204818893	0.488130785136006	0.504945862872341	0.532382090320488	0.556423360745904	0.64787048719445	0.424700993901886	0.868570340755434	0.767568310129462	0.593631463571413	0.259351031845345	0.476063341672999	0.451726385057233	0.647706110156772	0.432419497889424	0.451280346922446	0.641302036169422	0.541444683975616	0.516964115159507	0.924302584419589	0.802418965769105	0.522641030393526	0.511894925611111	0.650263358971947	0.433314699281741	0.526303377966074	0.77407169966453	0.650681798417803	0.732375653347949	0.726640500124318	0.477646899096128	0.887179379698704	0.503590262328215	0.509150362548447	0.608127298083444	0.800635824379432	0.540286941991503	0.26924421613638	0.808591212343495	0.862714316402084	0.212487844913532	0.481041855560887	0.544259321812169
Gene325	0.811380860183262	0.418236346767417	0.919935118047639	0.954758752038766	0.729400206718847	0.0963970070219421	0.186671677942432	0.933480398063562	0.587753314553473	0.604442488160601	0.80851526670505	0.4028341700494	0.608434990757729	0.37550008698399	0.289607210664081	0.0115967998096753	0.749156492914226	0.535261684371146	0.608209732589826	0.543555545469635	0.801189822137933	1.0455740393907	0.632979720991442	0.224022554137774	0.832206874156888	0.245688217397318	0.220395420150031	0.158783721403794	0.553111287199415	0.529889879779867	0.149920559200551	0.741666411194229	0.106312168717267	0.73702497735617	0.288459168835682	0.200631873318713	0.747272046517034	0.307729340574728	0.446972308394588	0.452375664657984	0.427954109752844	0.580739442515293	0.167805163536234	0.816322585101018	0.528822708040468	0.235061337117378	0.381181806813577	0.430187481009811	0.287724430669208	0.53984023158816	0.586488427701109	0.780091683475995	0.22930277166601	0.292442929353889	0.455151723473853	0.22750686512577	0.617318235157604	0.731227086505823	0.599844419217985	0.755741798181139	0.875772503008718	0.644978721794275	0.0530103556000964	0.207761567051565	0.654210961340063	1.02608836920121	0.158255473045139	0.768256981251864	0.49735671975389	0.594706511486388	1.02409244167668	0.676118016147665	0.846979818677708	0.473529197181724	0.516756729121069	0.757118669160554	0.411500836450981	0.577312277148667	0.703014689930008	0.349022302602952	0.347958154216916	0.39809128130672	0.150090599428762	0.787659037312527	0.460297858796507	0.468161148151892	0.731831946632233	0.239761544965124	0.322998909737495	1.01891675909047	0.155821440259066	0.823967523927176	0.704462864586168	0.492380723106791	0.784809344133917	0.510745252836155	0.211880349297184	0.51961583013359	0.753877242283004	0.446962216412315
Gene326	0.194310657547273	0.640483829641702	0.375036338467592	0.340135114570894	0.372571081400324	0.621852404086246	0.553565012010703	0.761584916191845	0.634037882026841	0.451879402070309	0.163482581105623	0.544906513766168	0.565428044533232	0.552876416062429	0.330202608613309	0.333415012255224	0.205216890081255	0.18026789515268	0.493025228821603	0.618231240653223	0.174419527095379	0.455434927993792	0.37773472366073	0.676066947297612	0.546672950289091	0.570552125061165	0.630474357518003	0.256906552339966	0.315324173016748	-0.0147672187725552	0.499768358546039	0.304072550002628	0.800288229538955	0.176651085871132	0.642508929524019	0.428426546671959	0.352631525979937	0.413132268853622	0.608467118674016	0.782303484952619	0.321556559998597	0.747604961217053	0.136501212677246	0.14579983319382	0.358889364192999	0.777401709570742	0.664270923282301	0.429632149797548	0.309974131344098	0.838755990042219	0.428316822535759	0.334583021660838	0.414037036242573	0.569901360641163	0.904251551587345	0.489574688394768	0.341490699270744	0.573825103563953	0.576561093777704	0.448753187132682	0.389611410499481	0.168742702325537	0.880886380115597	0.622594440360236	0.0271332294104442	0.699295927767036	0.458307595229538	0.250294345072247	0.647394518658018	0.8629704987865	0.620501110434755	0.266581726705419	0.319058897338123	0.577584225278252	0.321046974036724	0.250543941755418	0.516805015731836	0.364829165753175	0.44590451297963	0.250051317728774	0.422581501775675	0.48864826016786	0.707297727698989	0.397174291362536	0.298825055055537	0.528741121919034	0.610125431095389	0.431359272682544	0.8735593465955	0.436023628496745	0.179752298249834	0.314688622375366	0.587827496234379	0.643613688455782	0.467920468713745	0.341342965946006	0.06991336077358	0.180467111199945	0.414861529233237	0.338199749732336
Gene327	0.757681853716442	0.491828278062503	0.333585476140822	0.430132247827296	0.920491452551464	0.00204364466130369	0.868461731583807	0.227822307094978	0.798213473052639	0.372188463395623	0.849016736645652	0.488591727626865	0.630838134420493	0.148602236577221	0.620333092432057	0.850409027509597	0.982264571598196	0.405053278295026	0.494332485190782	0.510103243965551	0.600433073876949	0.709111511462916	0.476247626142837	0.452797645404916	0.114734107512956	0.606961353405191	0.260512935343231	0.774941490240662	0.770744103651315	0.465412977797307	0.694126149322958	0.277945988941321	0.900151965369782	0.536569241830794	0.461744762717819	0.664612577036427	0.279776872729743	0.520368282611283	0.450490726690466	0.63800250566976	0.494008125036387	0.578601830501498	0.327480485569176	0.628651860809785	0.173946070102405	0.57103271307487	0.610841540569382	0.740908955731129	0.252564868369612	0.293497559739731	0.265195695034779	0.394285419141553	0.936072100621958	0.30377478887185	0.643108411338493	0.521901855824308	0.669608546014519	0.381784304507817	0.211484895906503	0.825531734861211	0.296675969572813	0.759188529197299	0.527764687064085	0.47189457098199	0.343685420364998	0.32301943896099	0.854712740568726	0.576658640132163	0.0324681465334702	0.0663149060404757	0.756815125463546	0.558128086325544	0.317468637591845	0.836876029798938	0.498712410907274	0.340717180005341	0.743610962751359	0.946154897158035	0.355681992402443	0.486885647730244	0.1170791366085	0.925969982308678	0.23527116896785	0.497545016045745	0.244780964921109	0.505639706963683	0.695838686586005	0.212439527283433	0.350682779545096	0.426661601031419	0.316365509159872	0.222425525850566	0.639299113518344	0.641680892734204	0.389223210570558	0.773763146130173	0.748118641552104	0.635424627153378	0.958323879661909	0.39223566003316
Gene328	0.371205749196351	0.37042687824343	0.652815107444052	0.428641862797638	0.629682282317204	0.737155450843099	0.221208697393022	0.039772661822233	0.373469284284309	0.646008968480361	0.746562879795102	0.220291588149719	0.773705111038898	0.672018029327176	0.460622431822358	0.34883108090917	0.908077152995594	0.787004590000678	0.546843833384932	0.377819546548333	0.4713067576956	0.383025371852488	0.892004740622414	0.108589537155622	0.416544461024058	0.302366529905635	0.43101449358802	0.26914718288929	0.854943218637232	0.714302140088859	0.35915152017208	0.544325055641462	0.289853239650677	0.383561104679871	0.689084482147376	0.280401146113408	0.759571624627622	0.67472751820378	0.342175416616498	0.472811247757704	0.573011588828646	0.296580372920491	0.339069164081356	0.593673441414652	0.589595862710244	0.388952210322095	0.809501295427529	0.81435781742971	0.692028436655199	0.592583314119701	0.811534671373572	0.443773436962025	0.688948989642342	0.755885146933103	0.420367445540836	0.0396572551659765	0.430253657543136	0.113465807387406	0.299503619715728	0.612271261693557	0.246010576186769	0.560037643139575	0.650317507439782	0.278008328513148	0.587079143983875	0.609357432964994	0.377096179450648	0.288241625259994	0.927479654651384	0.515156058541545	0.649815531811243	0.865844388597002	0.335613346400249	0.825764961305713	0.14324410692519	0.324010307935033	0.893272319037775	0.491905845875623	0.152247047639215	0.836292754747765	0.31442886823	0.688538274461355	0.415667382647544	0.868668143440758	0.222065063401563	0.799714345295407	0.223904995445707	0.448444607009801	0.551669589953133	0.0365476904290653	0.567518906871868	0.632569583292506	0.201907458305782	0.458135004019407	0.500678390132034	0.482890833720457	0.369950369782203	0.750175587704554	0.470974986611922	0.315878180721222
Gene329	0.721939133247204	0.143514897128086	0.578020686490606	0.722201067521406	0.525531778649737	0.565378842556461	0.479044434667243	0.613190742549696	0.169616809949103	1.01958323170851	0.775333450949887	0.357093946509037	0.498321776835428	0.523835114280324	0.572531976241868	0.51466433526691	0.616069912311458	0.722766722901921	0.159752584013698	0.197517535164037	0.426128347354623	0.526964764547486	0.672291784471054	0.605550795092503	0.934786257603228	0.8728785923867	0.557452461243098	0.847499894404091	0.282446013658569	0.911262401066154	0.385274497935702	0.688129806912391	0.0110048711988845	0.220100760783799	0.744100879025575	0.109525781961987	0.917876701482708	0.572357249404193	0.460278350060005	0.784168193034609	0.708437101732397	0.504854729145557	0.0196162461055487	0.407167408564807	0.0347232679612265	0.53695629920868	0.413904633979672	0.345266924229498	0.542213240837021	0.787121098638998	0.442106155883895	0.848670313543721	0.627971686471359	0.459285170066139	0.0888582800798996	0.744209733887422	0.662414754579236	0.589188472999444	0.334292751552377	0.210121402220116	0.442284739604153	0.516880187586168	0.74813644624613	0.290798752906758	0.59803764049176	0.314255761344516	0.673525939623652	0.260177520550985	0.588652606731126	0.58362487620156	0.265626182046077	0.839647978159626	0.89485783574417	0.771343739196584	0.869780280874157	0.400180818539096	0.185880881150887	0.0937746902948993	0.180462151139043	0.365277799400096	0.823609933355011	0.84320322877383	0.250712795795812	0.183016502180306	0.691458033724399	0.855377413318814	0.337173989653048	0.845501687193696	0.163161229597269	0.488997160502977	0.540809400431873	0.101120500150627	0.903065952680764	0.472700845356904	-0.000820266457866883	0.692177712505122	0.0495147483006353	0.24235166116678	0.528877326424342	0.0869025400205019
Gene330	0.520576811917117	0.67969743460633	0.439876167535049	0.406737844001381	0.919419101701011	0.520239591461081	0.421867631698033	0.403486750559102	0.916381233528075	0.0977920920439992	0.0711961933631229	0.139738763546639	0.659955843771095	0.346287026712069	0.223590230043001	0.492265729795257	0.281566741787644	0.497484572823915	0.29590446476427	0.6180634659161	0.439522789563881	0.574122886240242	0.54765287047334	0.570429220783987	0.326760532322801	0.478683359863817	0.365552678126078	0.43963886160896	0.332499692383922	0.301679822268692	0.405598344231482	0.710461385939111	0.456006466057644	0.441267197019769	0.783557459012014	0.371512700754736	0.69571480909214	0.279279211845023	0.562209018982316	0.803714763294398	0.224689471693227	0.347039544877627	0.832317077003735	0.239782302715848	0.866713294869954	0.3124212652551	0.453083040860958	0.396826736690591	0.464507872612794	0.486579446299955	0.388811453201103	0.357306173193703	0.895941575498336	0.380268347543637	0.557278997342705	0.267019716859136	0.409910271910123	0.497171394753153	0.559446091271721	0.398680822186475	0.429695358858706	0.20925080683933	0.776655389264643	0.341254290288274	0.427572955913225	0.723608920974953	0.652337223784185	0.258099784141246	0.0942617860263681	0.627373869791439	0.536513396554315	0.502399633950434	0.651204762426101	0.886203017695987	0.845789465786605	0.558501318602023	0.509683524715494	0.753364982456376	0.205473290463123	0.595231624768794	0.890203351017712	0.857448258183791	0.438250900485832	0.36728079097692	0.731141654854101	0.730179743535454	0.804540567239706	0.49953551128664	0.39845309680862	0.510321683239751	0.598942747320336	0.552601411441518	0.545918624245858	0.753934405161908	0.432868373018517	0.534087463341833	0.580511528769372	0.174205270763274	0.567454638565077	0.315821423010934
